"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","original","men_normal_2676","men_normal_2691","menLCCstage1_270","menLCCstage1_507"
"4360",288.29036445407,288.29036445407,288.29036445407,293.828001,293.828001,293.828001,1,1,9746.42046000004,14069.6616920183,5520.56118893992,8356.42384800004
"4361",288.919719180853,288.918765974163,288.919750763014,652.825986,649.682004,654.713004,5,2,8857.40431499991,9174.14231849982,9363.90866727268,9034.97224499996
"4362",288.919891357422,288.919527376863,288.919891357422,641.19198,640.250988,642.451974,3,2,37105.9222550001,35801.3491889992,26508.5582677499,57529.2092794733
"4363",288.918906327912,288.918550543829,288.919262111995,657.857493,656.913984,658.801002,2,1,6288.82031699963,5117.56566600001,4287.20748959988,5439.64388799971
"4364",288.919268467358,288.919268467358,288.919268467358,645.911004,645.911004,645.911004,1,1,19608.9507618457,20509.6830258459,22869.8166728571,22829.3011070767
"4365",288.922126108069,288.921095045315,288.923370361328,635.847018,635.847018,635.849016,3,3,69317.8236087267,44657.7015075023,45186.9691320001,35196.225405599
"4366",288.960231599389,288.960231599389,288.960231599389,41.07900024,41.07900024,41.07900024,1,1,24818.5191787326,27861.4870837137,1938.20861655,3742.24054609263
"4367",289.048583984375,289.048583984375,289.048583984375,140.0270034,140.0270034,140.0270034,1,1,61061.2142875197,39852.3370103998,17015.9248152,22182.7866443199
"4368",289.140476053426,289.139800772855,289.141914956772,344.437995,344.2809966,344.5969962,4,4,178250.732430213,179957.513170218,62056.0994636,76083.8258188325
"4369",289.152954101562,289.152954101562,289.152954101562,131.223006,131.223006,131.223006,1,1,2518.79338534999,87555.9746363495,1166.31352756365,1388.63344058182
"4370",289.177337646484,289.177337646484,289.177337646484,378.6260034,378.312006,378.9400008,2,2,114554.964663871,85101.8927730601,18152.4613102344,15895.58503518
"4371",289.252634135581,289.252634135581,289.252634135581,470.655012,470.655012,470.655012,1,1,40319.1059184,27676.9548509761,3564.49356307202,3026.72972419202
"4372",289.655003302331,289.655003302331,289.655003302331,388.0589964,388.0589964,388.0589964,1,1,93823.2491107639,73917.822893742,14702.7067200001,15206.1407977142
"4373",289.659037884961,289.659037884961,289.659037884961,393.7899972,393.7899972,393.7899972,1,1,54282.496031657,33466.4342797713,2981.29400292,7337.48647405712
"4374",289.677903973832,289.676712481278,289.679095466386,378.9405012,378.6260034,379.254999,2,2,48545.5055555556,36702.083421744,7470.78357136799,7230.55129523999
"4375",289.925933837891,289.924615703895,289.926653407803,690.037479,688.112982,691.331004,8,4,18686.2232992317,25649.8023357058,32477.126307999,37363.7728719989
"4376",289.925933837891,289.925933837891,289.92673298732,707.68101,705.480024,711.141984,9,4,28760.8033900012,66379.3792731818,32761.9937819989,40622.3408957153
"4377",289.925933837891,289.925906905745,289.927282774036,699.347991,696.676026,701.390994,8,4,26934.4781759996,18973.2910871998,39614.3179200006,44338.6930628555
"4378",289.925946962541,289.925933837891,289.926498474372,694.159986,694.159014,694.476984,4,4,30181.4255070008,52820.0759988003,41575.3678337132,52026.5390287474
"4379",289.926328934954,289.925933837891,289.92668130584,664.218006,663.588006,667.048014,6,4,27176.2836089991,68617.7271659995,133948.1748258,99929.0565470786
"4380",289.925956741906,289.925933837891,289.925990459677,703.278495,702.337992,703.906974,4,4,29964.8107093338,20980.6232999998,33995.7498209988,31170.6844379978
"4381",289.925933837891,289.925933837891,289.927075677396,679.310016,678.680994,680.88198,5,4,69623.6115288745,45941.9623631994,37000.587665999,41993.9456411989
"4382",289.925933837891,289.925933837891,289.92657123849,676.797006,676.48098,677.108004,3,3,32603.1510925717,41750.5676500001,43421.8566950003,49479.7857030001
"4383",289.925933837891,289.925933837891,289.926217982542,717.742026,716.798976,719.00202,5,4,34984.6795329223,23343.6755039997,20754.6335174973,30787.1990434278
"4384",289.925933837891,289.925933837891,289.926657587164,673.966998,672.707004,674.90799,5,4,32958.193217142,30902.823603,50005.2496388576,71430.9586386631
"4385",289.925933837891,289.925933837891,289.925933837891,670.193022,669.563028,671.447982,4,4,25639.9279835993,29720.4389999986,37438.866284399,65021.5696927529
"4386",289.925933837891,289.925933837891,289.925933837891,659.11503,658.79997,661.072998,5,3,41311.5470035704,22246.4763526327,44231.6066399979,36167.5036800002
"4387",289.925933837891,289.925933837891,289.927269196477,714.597018,713.656998,714.59799,3,3,16010.206818,13275.2539724983,25766.2198871995,70977.1062445708
"4388",289.926387773211,289.925933837891,289.927315093276,640.249986,638.047998,642.763998,4,3,17122.5209860001,15808.7781294551,25035.5329421542,7546.09841249947
"4389",289.926256781246,289.925933837891,289.926579724601,651.255024,651.254022,651.256026,2,2,25849.3255328563,19578.7961424004,38601.7054060001,40823.1066347989
"4390",289.925933837891,289.925933837891,289.925933837891,655.499523,654.712026,656.28702,2,2,16958.3162630011,25285.4925893325,68399.8540043069,50153.4017760024
"4391",289.92730628624,289.92730628624,289.92730628624,645.279978,645.279978,645.279978,1,1,12555.2343119998,10906.2508628564,19163.9851020005,17963.5044522862
"4392",289.925933837891,289.925933837891,289.925933837891,648.426018,648.426018,648.426018,1,1,10868.8746179995,10759.1200230003,24756.0616748578,20989.548977999
"4393",289.927286867561,289.927286867561,289.927286867561,20.25499998,20.25499998,20.25499998,1,1,2426.994454995,4881.66488667,1676.85841798,1452.35977623
"4394",289.925933837891,289.925933837891,289.928061467249,684.969978,684.02601,686.544,5,4,29269.1952728574,38254.4759173336,50947.8961050013,74478.7544004007
"4395",289.926677714293,289.925933837891,289.927281937021,682.453992,681.828,683.081988,3,3,31571.1749537146,27790.946703,77300.9915350003,55662.8811642862
"4396",289.929412841797,289.929412841797,289.929412841797,10.51000002,9.87899958,12.08199978,3,2,12005.5125870171,11673.4759914514,16655.58545541,27053.809730352
"4397",289.929412841797,289.929412841797,289.929412841797,2.64800001,2.647000104,2.648999916,2,2,9787.9008747168,9753.3168744528,15279.089882379,16449.887383275
"4398",289.929314586129,289.929216330461,289.929412841797,16.01149944,15.85299966,16.16999922,2,2,26438.7283505143,30295.1950594286,45839.267281728,58510.0542617856
"4399",289.929412841797,289.929412841797,289.929412841797,5.949500124,5.162000208,6.73700004,2,2,19180.9885568175,20184.292130046,44390.6663420894,26023.971386358
"4400",289.927966779689,289.927966779689,289.927966779689,711.767976,711.767976,711.767976,1,1,22023.3803425709,19248.058785,30314.294762999,39086.3670942847
"4401",290.074332585749,290.07421553474,290.074392996795,256.9675113,255.7099914,257.911005,4,3,38148.9878628002,23370.0959128614,22513.5014939999,27670.0815148858
"4402",290.085970856803,290.085552653945,290.086212158203,75.1099992,74.166999,76.0529994,3,3,74276.293412613,97367.326426094,27854.5109574182,63890.6653981412
"4403",290.133270263672,290.131530761719,290.135009765625,41.55149997,41.08000158,42.02299836,2,2,189407.394531407,1550.470779816,21710.0296175226,59660.4496180026
"4404",290.268889267834,290.267456054688,290.270356444017,297.4440051,296.973009,298.2320022,4,4,205545.567174536,210585.449000001,93781.1882249601,114810.996335625
"4405",290.64032297659,290.64032297659,290.64032297659,389.0019894,389.0019894,389.0019894,1,1,37330.7445386183,21842.1313317207,3640.14618685716,3576.25439114283
"4406",290.66596565669,290.664345015144,290.667072403836,423.890505,423.4220124,424.0480044,4,4,164788.812829376,156571.448758892,43466.63441172,43057.2641474086
"4407",290.942217619996,290.941929979359,290.942505260634,15.22400022,15.22400022,15.22400022,2,2,44186.0415324,49579.9178994316,57902.0677716706,65847.49126602
"4408",290.941367740822,290.941367740822,290.941367740822,2.332999932,2.332999932,2.332999932,1,1,10993.5845398635,14241.8885374368,0,20447.4509973216
"4409",290.942094611548,290.942094611548,290.942094611548,4.847999814,4.847999814,4.847999814,1,1,13424.121030564,13498.657547391,15246.856793112,20152.221049467
"4410",290.944183349609,290.942710009333,290.944197895343,694.790499,693.21699,696.359994,6,4,9107.28918900039,18031.5531946668,10690.7645069994,11952.7919850006
"4411",290.944183349609,290.943514181139,290.944934603946,702.65001,701.39202,703.278978,5,4,19469.1972586668,11744.8160544006,20809.9868729999,18532.9557600011
"4412",290.943520748829,290.942849028571,290.944183349609,698.87598,698.247984,700.450974,5,4,12958.9985579996,16518.8869199998,18359.3675057138,35617.2065427679
"4413",290.943980187205,290.942727823922,290.944183349609,691.8015,691.016004,692.275998,4,4,17698.59311,14299.4215822504,30777.1420233907,16380.4025185719
"4414",290.944183349609,290.942749140169,290.94484026268,177.9874992,175.3150032,180.030999,8,3,7733.44803599988,10169.0657519998,12075.5028537599,14591.1300704999
"4415",290.944183349609,290.94356652332,290.944579951838,710.667,708.311976,711.767976,6,4,16100.527016571,19068.0668587499,12077.0184975006,14156.2428090017
"4416",290.943980655197,290.942852221341,290.944849795159,706.108014,705.168,706.423014,4,4,18439.1395177496,18142.775046,16503.1779480002,45572.3158376247
"4417",290.944183349609,290.942785447277,290.944183349609,168.3989952,166.8270066,171.5409996,7,3,6394.44551460006,8446.88262990008,12792.0220946401,26527.7413226727
